night_id,session_id,start_local,end_local,duration_min,n_rows,epoch_sec,sleep_onset_local,sleep_total_min,awake_min,light_min,deep_min,rem_min,awake_pct,light_pct,deep_pct,rem_pct,transitions,awakenings,median_bpm,median_sdhr,median_movement,lag_sec_mean,lag_sec_min,lag_sec_max,missing_bpm,missing_sdhr,missing_movement,withings_from_local,withings_to_local,withings_duration_min,withings_light_min,withings_deep_min,withings_rem_min,withings_awake_min,withings_avg_hr,withings_min_hr,withings_max_hr
2026-03-17_s01,1,2026-03-17 19:28:03,2026-03-17 19:58:05,30.03,16,123.5,,0.0,32.93,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,72.0,,111.0,-44.27831247448921,-44.861000061035156,-43.82599997520447,0,16,0,2026-03-18 02:53:00,2026-03-18 10:00:00,427.0,263.0,155.0,0.0,9.0,70.0,56.0,97.0
