night_id,session_id,start_local,end_local,duration_min,n_rows,epoch_sec,sleep_onset_local,sleep_total_min,awake_min,light_min,deep_min,rem_min,awake_pct,light_pct,deep_pct,rem_pct,transitions,awakenings,median_bpm,median_sdhr,median_movement,lag_sec_mean,lag_sec_min,lag_sec_max,missing_bpm,missing_sdhr,missing_movement
2026-04-12_s03,3,2026-04-12 23:20:00,2026-04-13 08:50:03,570.05,623,60.0,2026-04-12 23:20:00,537.0,86.0,412.0,64.0,61.0,13.8,66.13,10.27,9.79,134,11,59.0,1.8,18.0,-123.69693258294707,-181.31399989128113,421.99399995803833,0,0,0
