timestamp_local,ours_stage,ours_stage_collapsed,ours_bpm,movement,sdhr,withings_stage,withings_stage_collapsed,hr_bpm,stage_match_strict,stage_match_collapsed,bpm_delta
2026-04-13 08:24:00,rem,light,71.0,25.0,8.9,light,light,,False,True,
2026-04-13 08:25:00,rem,light,72.0,28.0,4.1,light,light,,False,True,
2026-04-13 08:26:00,light,light,61.0,13.0,1.5,light,light,,True,True,
2026-04-13 08:27:00,rem,light,66.0,18.0,7.2,light,light,,False,True,
2026-04-13 08:28:00,rem,light,81.0,14.0,4.8,light,light,,False,True,
2026-04-13 08:29:00,rem,light,72.0,17.0,3.3,light,light,,False,True,
2026-04-13 08:30:00,rem,light,65.0,15.0,4.5,light,light,,False,True,
2026-04-13 08:31:00,rem,light,79.0,16.0,5.8,light,light,,False,True,
2026-04-13 08:32:00,rem,light,75.0,15.0,2.4,light,light,,False,True,
2026-04-13 08:33:00,rem,light,72.0,17.0,3.6,light,light,,False,True,
2026-04-13 08:34:00,rem,light,72.0,26.0,4.4,light,light,,False,True,
2026-04-13 08:35:00,rem,light,73.0,17.0,6.4,light,light,,False,True,
2026-04-13 08:36:00,rem,light,72.0,17.0,3.4,awake,awake,,False,False,
2026-04-13 08:37:00,awake,awake,90.0,26.0,8.5,awake,awake,,True,True,
2026-04-13 08:38:00,awake,awake,87.0,72.0,8.5,awake,awake,,True,True,
2026-04-13 08:39:00,awake,awake,86.0,13.0,9.1,awake,awake,,True,True,
2026-04-13 08:40:00,rem,light,66.0,15.0,4.6,awake,awake,,False,False,
2026-04-13 08:41:00,rem,light,66.0,16.0,4.0,awake,awake,,False,False,
2026-04-13 08:42:00,rem,light,62.0,15.0,2.7,light,light,,False,True,
2026-04-13 08:43:00,light,light,57.0,13.0,3.1,light,light,,True,True,
2026-04-13 08:44:00,rem,light,62.0,14.0,9.6,light,light,,False,True,
